titre,date,genre,durée,réalisateur,distributeur,acteurs,titre_original,nationalités,langue_d_origine,type_film,annee_production,budget,note_presse,note_spectateurs,nombre_article,recompenses,description,boxoffice
Violent Night,30/11/2022,Thriller,112.0,Tommy Wirkola, Universal Pictures International France ,"David Harbour,John Leguizamo,Alex Hassell",,,Anglais,Long-métrage,2022,-,"3,0","3,3",14 articles de presse,,"Le soir de Noël, quand un groupe de mercenaires entre par effraction sur la propriété d’une famille aisée qu’ils prennent en otage, ils vont devoir affronter un adversaire auquel ils ne s’attendaient pas : Le Père Noël est dans la place et il va leur montrer que ce bon vieux Saint Nicolas a plus d’un tour dans sa hotte.",88 083
La Ruse,27/04/2022,"Drame,Historique",127.0,John Madden, Warner Bros. France ,"Colin Firth,Matthew Macfadyen,Kelly Macdonald",Operation Mincemeat,,Anglais,Long-métrage,2022,-,"3,2","3,4",17 articles de presse,2 nominations,"1943. Les Alliés sont résolus à briser la mainmise d’Hitler sur l’Europe occupée et envisagent un débarquement en Sicile. Mais ils se retrouvent face à un défi inextricable car il s’agit de protéger les troupes contre un massacre quasi assuré. Deux brillants officiers du renseignement britannique, Ewen Montagu et Charles Cholmondeley, sont chargés de mettre au point la plus improbable – et ingénieuse – propagande de guerre… qui s’appuie sur l’existence du cadavre d’un agent secret !",127 930
Venez voir,04/01/2023,,64.0,Jonás Trueba, Arizona Distribution ,"Itsaso Arana,Francesco Carril,Irene Escolar",Tenéis que venir a verla,,"Espagnol, Français",Long-métrage,2022,-,"3,3","2,8",14 articles de presse,,"Une nuit d’hiver à Madrid, deux couples d’amis se retrouvent après s’être perdus de vue.",7 112
Le Tigre et le Président,07/09/2022,Historique,98.0,Jean-Marc Peyrefitte, Orange studio / Tandem ,"Jacques Gamblin,André Dussollier,Christian Hecq",,"France,Belgique",Français,Long-métrage,2022,-,"3,1","3,4",21 articles de presse,,"1920, les années folles. Georges Clemenceau vient de perdre l’élection présidentielle face à l'inconnu Paul Deschanel, un idéaliste qui veut changer le pays. Mais un soir ce dernier tombe d'un train et se volatilise. Au petit matin, la France cherche son président, une occasion en or pour le Tigre Clemenceau...",81 893
Falcon Lake,07/12/2022,"Romance,Drame,Comédie",100.0,Charlotte Le Bon, Tandem ,"Joseph Engel,Sara Montpetit,Monia Chokri",,"France,Canada","Français, Anglais",Long-métrage,2022,-,"3,8","3,7",29 articles de presse,1 prix et 5 nominations,Une histoire d'amour et de fantômes.,12 118
Mes rendez-vous avec Leo,30/11/2022,Romance,97.0,Sophie Hyde, Wild Bunch Distribution ,"Emma Thompson,Daryl McCormack,Les Mabaleka","Good Luck To You, Leo Grande",,Anglais,Long-métrage,2022,-,"3,2","3,7",24 articles de presse,6 nominations,"Nancy Stokes, enseignante à la retraite, a vécu une vie sage et sans excès. Après la mort de son mari, elle est prise d'un inavouable désir d’aventure. Elle s’offre alors les services d’un jeune escort boy, Leo Grande. Mais cette rencontre improbable pourrait leur apporter bien plus que ce qu’ils recherchaient et bouleverser le cours de leur vie...",23 381
La Ligne,11/01/2023,,103.0,Ursula Meier, Diaphana Distribution ,"Stéphanie Blanchoud,Valeria Bruni Tedeschi,Elli Spagnolo",,"Suisse,France,Belgique",Français,Long-métrage,2022,"4,9M€","3,4","3,1",22 articles de presse,10 nominations,"Après avoir agressé violemment sa mère, Margaret, 35 ans, doit se soumettre à une mesure stricte d’éloignement en attendant son jugement : elle n’a plus le droit, pour une durée de trois mois, de rentrer en contact avec sa mère, ni de s’approcher à moins de 100 mètres de la maison familiale. Mais cette distance qui la sépare de son foyer ne fait qu’exacerber son désir de se rapprocher des siens. Chaque jour la voit revenir sur cette frontière aussi invisible qu’infranchissable.",7 640
Inu-Oh,23/11/2022,"Musical,Fantastique,Drame,Historique",98.0,Masaaki Yuasa, Star Invest Films France ,"Rémi Caillebot, Avu-chan,Maxime Donnay",,"Japon,Chine",Japonais,Long-métrage,2022,-,"3,8","3,7",11 Critiques Spectateurs,4 nominations,"lnu-oh, créature maudite, est né avec une particularité physique l’obligeant à cacher chaque parcelle de son corps. Sa vie de paria solitaire change lorsqu’il rencontre Tomona, un joueur de Biwa aveugle. Ensemble, ils créent un duo singulier qui fascine les foules et deviennent les premières célébrités du Japon. Pour découvrir la vérité sur la malédiction d’Inu-oh, ils devront continuer à danser et chanter, au risque de déranger l’ordre établi.",9 716
Beast,24/08/2022,"Action,Drame",93.0,Baltasar Kormákur, Universal Pictures International France ,"Idris Elba,Sharlto Copley,Iyana Halley",,,Anglais,Long-métrage,2022,-,"2,7","2,4",18 articles de presse,,"Le Dr. Nate Daniels, revient en Afrique du Sud, où il a autrefois rencontré sa femme aujourd’hui décédée, pour y passer des vacances prévues de longue date avec ses deux filles dans une réserve naturelle, tenue par Martin Battles, un vieil ami de la famille, biologiste spécialiste de la vie sauvage. Mais ce repos salvateur va se transformer en épreuve de survie quand un lion assoiffé de vengeance, unique rescapé de la traque sanguinaire d’ignobles braconniers, se met à dévorer tout humain sur sa route et prend en chasse le docteur et sa famille.",116 929
Rodéo,07/09/2022,,106.0,Lola Quivoron, Les Films du Losange ,"Julie Ledru,Yanis Lafki,Antonia Buresi",,,Français,Long-métrage,2022,"1,2 M€","3,6","1,8",31 articles de presse,3 prix et 7 nominations,,22 033
Voyages en Italie,29/03/2023,,91.0,Sophie Letourneur, Météore Films ,"Philippe Katerine,Sophie Letourneur",,,Français,Long-métrage,2022,-,"3,4","2,6",19 articles de presse,,"Une escapade romantique peut-elle raviver la flamme dans un couple ? Elle a réussi à le convaincre de partir quelques jours sans enfants. Ce sera où il a envie, sauf en Italie. Il y est déjà allé avec toutes ses ex... L'Espagne ? Les sentiers de l'Aubrac ? Ce sera finalement la Sicile – car selon lui, c'est pas tout à fait l'Italie.",16 693
Les Nuits de Mashhad,13/07/2022,"Policier,Drame",119.0,Ali Abbasi, Metropolitan FilmExport ,"Mehdi Bajestani,Zar Amir Ebrahimi,Arash Ashtiani",Holy Spider,"France,Danemark,Suède,Allemagne",Farsi,Long-métrage,2022,-,"3,3","3,9",33 articles de presse,1 prix et 7 nominations,"Iran 2001, une journaliste de Téhéran plonge dans les faubourgs les plus mal famés de la ville sainte de Mashhad pour enquêter sur une série de féminicides. Elle va s’apercevoir rapidement que les autorités locales ne sont pas pressées de voir l’affaire résolue. Ces crimes seraient l’œuvre d’un seul homme, qui prétend purifier la ville de ses péchés, en s’attaquant la nuit aux prostituées.",30 009
Emmett Till,08/02/2023,Drame,130.0,Chinonye Chukwu, Universal Pictures International France ,"Danielle Deadwyler,Jalyn Hall,Whoopi Goldberg",Till,,Anglais,Long-métrage,2022,-,"3,1","3,8",15 articles de presse,,,31 818
Avec amour et acharnement,31/08/2022,Romance,116.0,Claire Denis, Ad Vitam ,"Juliette Binoche,Vincent Lindon,Grégoire Colin",,,Français,Long-métrage,2022,-,"3,1","1,9",22 articles de presse,1 prix et 8 nominations,"C’est Paris et c’est déjà l’hiver. Sarah et Jean s’aiment, ils vivent ensemble depuis plusieurs années. C’est un amour qui les rend heureux et plus forts. Ils ont confiance l’un en l’autre. Le désir ne s’est jamais affadi. Un matin, Sarah croise par hasard François son ancien amant, ce François qui lui a présenté Jean, ce François qu’elle a quitté pour Jean sans hésiter.",73 581
La Proie du diable,26/10/2022,Thriller,93.0,Daniel Stamm, Metropolitan FilmExport ,"Jacqueline Byers,Virginia Madsen,Colin Salmon",Prey For The Devil,,Anglais,Long-métrage,2022,-,"2,5","2,2",10 articles de presse,,"Selon les archives du Vatican, les cas de possession démoniaque ont considérablement augmenté ces dernières années. Pour y faire face, l'Église catholique a secrètement rouvert les écoles d’exorcisme. Sur ce champ de bataille spirituel, Sœur Ann, une jeune nonne, se distingue comme une combattante prometteuse. Bien qu’il soit interdit aux religieuses de pratiquer des exorcismes, un professeur détecte chez elle ce don particulier et accepte de l’initier. Mais son âme est en danger car les forces maléfiques qu'elle combat sont mystérieusement liées à son passé traumatique : le diable l’a choisie et il veut entrer…",209 337
Neneh Superstar,25/01/2023,"Drame,Comédie",98.0,Ramzi Ben Sliman, Gaumont Distribution ,"Oumy Bruni Garrel, Maïwenn,Aïssa Maïga",,,Français,Long-métrage,2022,-,"2,9","2,4",13 articles de presse,,"Née pour danser, Neneh est une petite fille noire de 12 ans qui vient d'intégrer l'école de ballet de l'Opéra de Paris. Malgré son enthousiasme, elle va devoir redoubler d'efforts pour s'arracher à sa condition et se faire accepter par la directrice de l'établissement, Marianne Belage. Cette dernière est en effet la garante des traditions et porteuse d'un secret qui la relie à la petite ballerine.",41 397
La Petite Bande,20/07/2022,,108.0,Pierre Salvadori, Gaumont Distribution ,"Paul Belhoste,Mathys Clodion-Gines,Aymé Medeville",,,Français,Long-métrage,2022,-,"3,4","3,5",22 articles de presse,2 nominations,"La petite bande, c’est Cat, Fouad, Antoine et Sami, quatre collégiens de 12 ans. Par fierté et provocation, ils s’embarquent dans un projet fou : faire sauter l’usine qui pollue leur rivière depuis des années. Mais dans le groupe fraîchement formé les désaccords sont fréquents et les votes à égalité paralysent constamment l’action. Pour se départager, ils décident alors de faire rentrer dans leur petite bande, Aimé, un gamin rejeté et solitaire. Aussi excités qu’affolés par l’ampleur de leur mission, les cinq complices vont apprendre à vivre et à se battre ensemble dans cette aventure drôle et incertaine qui va totalement les dépasser.",45 538
Nos frangins,07/12/2022,Drame,92.0,Rachid Bouchareb, Le Pacte ,"Reda Kateb,Lyna Khoudri,Raphaël Personnaz",,"France,Algérie",Français,Long-métrage,2022,-,"3,4","3,0",26 articles de presse,2 nominations,"La nuit du 5 au 6 décembre 1986, Malik Oussekine est mort à la suite d’une intervention de la police, alors que Paris était secoué par des manifestations estudiantines contre une nouvelle réforme de l’éducation. Le ministère de l’intérieur est d’autant plus enclin à étouffer cette affaire, qu’un autre français d’origine algérienne a été tué la même nuit par un officier de police.",37 490
She Said,23/11/2022,"Biopic,Judiciaire",129.0,Maria Schrader, Universal Pictures International France ,"Carey Mulligan,Zoe Kazan,Patricia Clarkson",,,Anglais,Long-métrage,2022,-,"3,6","3,8",29 articles de presse,3 nominations,"Deux journalistes du New York Times, Megan Twohey et Jodi Kantor, ont de concert mis en lumière un des scandales les plus importants de leur génération. À l’origine du mouvement #Metoo leur investigation a brisé des décennies de silence autour du problème des agressions sexuelles dans le milieu du cinéma hollywoodien, changeant à jamais la société américaine et le monde de la culture.",58 007
Cet été-là,04/01/2023,Drame,100.0,Eric Lartigau, StudioCanal ,"Rose Pou Pellicer,Juliette Havelange,Marina Foïs",,,Français,Long-métrage,2022,-,"3,3","2,3",17 articles de presse,,"Dune a 11 ans. Depuis toujours, chaque été, elle traverse la France avec ses parents pour passer les vacances dans leur vieille maison des Landes. Là-bas, Mathilde, 9 ans, l’attend de pied ferme. Une amitié sans failles. Mais cet été-là ne sera pas un été de plus. L’année dernière, Dune et ses parents ne sont pas venus. On ne lui a pas dit pourquoi mais elle sent que quelque chose a changé. Sa mère si distante, les disputes des parents, Mathilde qui tarde à grandir, l’odeur des pins entêtante, le sable qui n’est plus si doux, les films d’horreur ridicules, les amours des grands ados du coin, tout met Dune en alerte. Elle veut comprendre, savoir. Cet été-là Dune va grandir.",45 250
Le Monde d'après,26/10/2022,,61.0,Laurent Firode, Bon Voyage Films ,"Irène Ismailoff,Patrick Dross,Matthieu Moerlen",,,Français,Long-métrage,2022,-,"1,8","4,1",4 articles de presse,,"Une soirée dans un immeuble parisien où l’on découvre neuf situations qui chacune évoquent un sujet de société brûlant : crise sanitaire, luttes féministes, transhumanisme, Islam, mouvements identitaires (liste non exhaustive ! )... Sans aucun jugement mais avec humour, parfois burlesque, parfois grinçant, et le tout arrosé d’une bonne dose d’émotion. Et tous ces personnages hauts en couleur vont se retrouver réunis dans un final flamboyant.",283
Père Stu : un héros pas comme les autres,,Biopic,124.0,Rosalind Ross,"
1 nomination
","Mark Wahlberg,Mel Gibson,Jacki Weaver",Father Stu,,Anglais,Long-métrage,2022,-,"3,6",,13 Critiques Spectateurs,,"Basé sur l'histoire vraie d'un boxeur devenu prêtre, le film retrace la vie du Père Stuart Long, de son autodestruction à sa rédemption. Après avoir franchi le point culminant de sa carrière de boxeur amateur, Stuart se bat désormais pour donner un sens sa vie. Lorsqu’il frôle la mort dans un accident de la route, une seconde chance lui est offerte et change sa vision des choses. Il découvre alors une foi nouvelle et sa véritable vocation.",5 700 000
R.M.N.,19/10/2022,,125.0,Cristian Mungiu, Le Pacte ,"Marin Grigore,Judith State,Macrina Bârlădeanu",,"Roumanie,France","Roumain, Hongrois, Allemand, Anglais, Français",Long-métrage,2022,-,"3,9","3,8",30 articles de presse,8 nominations,"Quelques jours avant Noël, Matthias est de retour dans son village natal, multiethnique, de Transylvanie, après avoir quitté son emploi en Allemagne. Il s’inquiète pour son fils, Rudi, qui grandit sans lui, pour son père, Otto, resté seul et il souhaite revoir Csilla, son ex-petite amie. Il tente de s'impliquer davantage dans l'éducation du garçon qui est resté trop longtemps à la charge de sa mère, Ana, et veut l’aider à surpasser ses angoisses irrationnelles. Quand l’usine que Csilla dirige décide de recruter des employés étrangers, la paix de la petite communauté est troublée, les angoisses gagnent aussi les adultes. Les frustrations, les conflits et les passions refont surface, brisant le semblant de paix dans la communauté.",26 797
"Arthur, malédiction",29/06/2022,,87.0,Barthélémy Grossmann, Apollo Films ,"Vadim Agid,Lola Andreoni,Mathieu Berger",,,Français,Long-métrage,2022,"2,24 M€","1,6","1,1",5 articles de presse,,"Alex est un fan des films Arthur et les Minimoys depuis qu'il est enfant. Pour son anniversaire, ses meilleurs amis lui font la surprise de l'emmener dans la maison abandonnée où le film a été tourné. Aucun d’eux ne se doute alors qu’ils se dirigent vers un piège machiavélique et mortel. Ce qui était autrefois un rêve d'enfant va bientôt se transformer en véritable cauchemar...",121 393
